AERMET VERSION 26135
LOCATION 99999     41.300N     74.000W  0 
FILE TYPE: QAOUT
THRESHOLD  0.300
OVERLAND
DATES 1988 03 01 1988 03 05
RANGE MHGT     0 <     4000   -999
RANGE SANN     0 <=      95    -99
RANGE SWNN     0 <        3    -99
RANGE TTNN   -30 <       40    -99
RANGE WDNN     0 <=     360   -999
RANGE WSNN     0 <       50   -999
HTNN FIRST-LAST LEVELS   1   3
SANN FIRST-LAST LEVELS   1   3
SWNN FIRST-LAST LEVELS   1   3
TTNN FIRST-LAST LEVELS   1   3
WDNN FIRST-LAST LEVELS   1   3
WSNN FIRST-LAST LEVELS   1   3
DATE       HR     LEV         HTNN         MHGT         TSKC         SANN         SWNN         TTNN         WDNN         WSNN
19880301   08       2     50.00000   -999.00000     99.00000     30.70000      0.34800      9.21000    268.68000      3.36000
19880301   08       3    100.00000   -999.00000     99.00000     35.30000      0.40000      8.91000    274.68000      3.85000
19880301   09       1     10.00000    972.10000      1.00000     19.20000      0.36200     10.61000    260.92000      2.95000
19880301   09       2     50.00000   -999.00000     99.00000     22.60000      0.42600     10.31000    266.92000      4.07000
19880301   09       3    100.00000   -999.00000     99.00000     25.90000      0.49000     10.01000    272.92000      4.67000
19880301   10       1     10.00000   1178.10000      2.00000     15.60000      0.44900     12.55000    270.49000      3.38000
19880301   10       2     50.00000   -999.00000     99.00000     18.40000      0.52800     12.25000    276.49000      4.66000
19880301   10       3    100.00000   -999.00000     99.00000     21.10000      0.60700     11.95000    282.49000      5.36000
19880301   11       1     10.00000   1228.40000      3.00000     10.30000      0.56400     13.29000    271.61000      2.86000
19880301   11       2     50.00000   -999.00000     99.00000     12.10000      0.66400     12.99000    277.61000      3.95000
19880301   11       3    100.00000   -999.00000     99.00000     14.00000      0.76300     12.69000    283.61000      4.53000
19880301   12       1     10.00000   1351.50000      5.00000      8.10000      0.60400     14.31000    259.23000      3.15000
19880301   12       2     50.00000   -999.00000     99.00000      9.50000      0.71100     14.01000    265.23000      4.35000
19880301   12       3    100.00000   -999.00000     99.00000     10.90000      0.81700     13.71000    271.23000      4.99000
19880301   13       1     10.00000   1454.90000      4.00000      3.10000      0.63400     14.75000    272.96000      3.67000
19880301   13       2     50.00000   -999.00000     99.00000      3.60000      0.74600     14.45000    278.96000      5.06000
19880301   13       3    100.00000   -999.00000     99.00000      4.10000      0.85800     14.15000    284.96000      5.81000
19880301   14       1     10.00000   1520.40000      1.00000      3.90000      0.60900     15.36000    269.67000      3.70000
19880301   14       2     50.00000   -999.00000     99.00000      4.50000      0.71600     15.06000    275.67000      5.11000
19880301   14       3    100.00000   -999.00000     99.00000      5.20000      0.82400     14.76000    281.67000      5.87000
19880301   15       1     10.00000   1437.20000      6.00000      7.20000      0.65000     15.32000    265.85000      3.38000
19880301   15       2     50.00000   -999.00000     99.00000      8.40000      0.76500     15.02000    271.85000      4.66000
19880301   15       3    100.00000   -999.00000     99.00000      9.70000      0.87900     14.72000    277.85000      5.35000
19880301   16       1     10.00000   1451.60000      3.00000      5.80000      0.57200     14.69000    262.44000      3.07000
19880301   16       2     50.00000   -999.00000     99.00000      6.80000      0.67300     14.39000    268.44000      4.24000
19880301   16       3    100.00000   -999.00000     99.00000      7.80000      0.77300     14.09000    274.44000      4.87000
19880301   17       1     10.00000   1373.30000      3.00000     10.00000      0.51200     13.69000    269.19000      2.84000
19880301   17       2     50.00000   -999.00000     99.00000     11.80000      0.60300     13.39000    275.19000      3.91000
19880301   17       3    100.00000   -999.00000     99.00000     13.60000      0.69300     13.09000    281.19000      4.50000
19880301   18       1     10.00000   1166.00000      6.00000     15.50000      0.47500     12.71000    259.45000      3.14000
19880301   18       2     50.00000   -999.00000     99.00000     18.30000      0.55900     12.41000    265.45000      4.33000
19880301   18       3    100.00000   -999.00000     99.00000     21.00000      0.64300     12.11000    271.45000      4.97000
19880301   19       1     10.00000    982.50000      0.00000     17.40000      0.37000     11.07000    264.82000      3.02000
19880301   19       2     50.00000   -999.00000     99.00000     20.40000      0.43500     10.77000    270.82000      4.17000
19880301   19       3    100.00000   -999.00000     99.00000     23.50000      0.50000     10.47000    276.82000      4.79000
19880301   20       1     10.00000    688.50000      2.00000     27.50000      0.24300      9.86000    271.05000      2.92000
19880301   20       2     50.00000   -999.00000     99.00000     32.40000      0.28600      9.56000    277.05000      4.02000
19880301   20       3    100.00000   -999.00000     99.00000     37.20000      0.32900      9.26000    283.05000      4.62000
19880301   21       1     10.00000    576.60000      6.00000     31.50000      0.17100      7.57000    259.05000      2.22000
19880301   21       2     50.00000   -999.00000     99.00000     37.00000      0.20200      7.27000    265.05000      3.06000
19880301   21       3    100.00000   -999.00000     99.00000     42.60000      0.23200      6.97000    271.05000      3.52000
19880301   22       1     10.00000    391.10000      4.00000     39.60000      0.06700      7.61000    271.86000      1.74000
19880301   22       2     50.00000   -999.00000     99.00000     46.50000      0.07900      8.41000    277.86000      2.40000
19880301   22       3    100.00000   -999.00000     99.00000     53.50000      0.09100      9.21000    283.86000      2.75000
19880301   23       1     10.00000    259.50000      4.00000     36.30000      0.02800      5.66000    265.28000      2.10000
19880301   23       2     50.00000   -999.00000     99.00000     42.70000      0.03200      6.46000    271.28000      2.89000
19880301   23       3    100.00000   -999.00000     99.00000     49.10000      0.03700      7.26000    277.28000      3.32000
19880301   24       1     10.00000    297.10000      2.00000     39.30000      0.01700      4.52000    257.12000      1.80000
19880301   24       2     50.00000   -999.00000     99.00000     46.20000      0.02000      5.32000    263.12000      2.48000
19880301   24       3    100.00000   -999.00000     99.00000     53.20000      0.02300      6.12000    269.12000      2.85000
19880302   01       1     10.00000    167.70000      4.00000     39.10000      0.02700      1.51000    260.81000      1.58000
19880302   01       2     50.00000   -999.00000     99.00000     46.00000      0.03100      2.31000    266.81000      2.18000
19880302   01       3    100.00000   -999.00000     99.00000     52.90000      0.03600      3.11000    272.81000      2.50000
19880302   02       1     10.00000    210.70000      5.00000     37.80000      0.01700      2.93000    264.57000      1.63000
19880302   02       2     50.00000   -999.00000     99.00000     44.40000      0.02000      3.73000    270.57000      2.25000
19880302   02       3    100.00000   -999.00000     99.00000     51.10000      0.02300      4.53000    276.57000      2.58000
19880302   03       1     10.00000    266.80000      4.00000     39.10000      0.09200      3.18000    268.67000      2.05000
19880302   03       2     50.00000   -999.00000     99.00000     46.00000      0.10800      3.98000    274.67000      2.83000
19880302   03       3    100.00000   -999.00000     99.00000     52.90000      0.12500      4.78000    280.67000      3.25000
19880302   04       1     10.00000    350.10000      4.00000     36.70000      0.05400      4.34000    258.75000      1.60000
19880302   04       2     50.00000   -999.00000     99.00000     43.10000      0.06400      5.14000    264.75000      2.21000
19880302   04       3    100.00000   -999.00000     99.00000     49.60000      0.07300      5.94000    270.75000      2.54000
19880302   05       1     10.00000    212.50000      5.00000     38.00000      0.08200      5.45000    271.77000      1.64000
19880302   05       2     50.00000   -999.00000     99.00000     44.70000      0.09600      6.25000    277.77000      2.26000
19880302   05       3    100.00000   -999.00000     99.00000     51.40000      0.11100      7.05000    283.77000      2.59000
19880302   06       1     10.00000    359.00000      6.00000     40.40000      0.08100      6.79000    272.50000      1.97000
19880302   06       2     50.00000   -999.00000     99.00000     47.60000      0.09500      7.59000    278.50000      2.71000
19880302   06       3    100.00000   -999.00000     99.00000     54.70000      0.10900      8.39000    284.50000      3.11000
19880302   07       1     10.00000    592.50000      2.00000     29.90000      0.12500      7.99000    271.44000      1.97000
19880302   07       2     50.00000   -999.00000     99.00000     35.20000      0.14700      7.69000    277.44000      2.71000
19880302   07       3    100.00000   -999.00000     99.00000     40.50000      0.16900      7.39000    283.44000      3.11000
19880302   08       1     10.00000    724.90000      5.00000     26.40000      0.30300      9.98000    268.15000      2.44000
19880302   08       2     50.00000   -999.00000     99.00000     31.10000      0.35600      9.68000    274.15000      3.37000
19880302   08       3    100.00000   -999.00000     99.00000     35.70000      0.41000      9.38000    280.15000      3.87000
19880302   09       1     10.00000    934.20000      2.00000     19.80000      0.38500     11.02000    272.50000      2.93000
19880302   09       2     50.00000   -999.00000     99.00000     23.30000      0.45300     10.72000    278.50000      4.04000
19880302   09       3    100.00000   -999.00000     99.00000     26.70000      0.52100     10.42000    284.50000      4.64000
19880302   10       1     10.00000   1149.00000      5.00000     12.50000      0.51100     11.92000    270.64000      3.24000
19880302   10       2     50.00000   -999.00000     99.00000     14.70000      0.60100     11.62000    276.64000      4.47000
19880302   10       3    100.00000   -999.00000     99.00000     16.90000      0.69100     11.32000    282.64000      5.13000
19880302   11       1     10.00000   1325.80000      0.00000      8.00000      0.57900     13.16000    260.76000      2.90000
19880302   11       2     50.00000   -999.00000     99.00000      9.50000      0.68100     12.86000    266.76000      4.00000
19880302   11       3    100.00000   -999.00000     99.00000     10.90000      0.78300     12.56000    272.76000      4.59000
19880302   12       1     10.00000   1395.70000      0.00000      7.00000      0.63800     14.40000    266.34000      3.18000
19880302   12       2     50.00000   -999.00000     99.00000      8.20000      0.75000     14.10000    272.34000      4.38000
19880302   12       3    100.00000   -999.00000     99.00000      9.40000      0.86300     13.80000    278.34000      5.04000
19880302   13       1     10.00000   1439.40000      2.00000      5.60000      0.63100     15.04000    259.09000      3.23000
19880302   13       2     50.00000   -999.00000     99.00000      6.60000      0.74200     14.74000    265.09000      4.46000
19880302   13       3    100.00000   -999.00000     99.00000      7.60000      0.85400     14.44000    271.09000      5.12000
19880302   14       1     10.00000   1493.30000      0.00000      6.80000      0.61000     15.44000    272.98000      3.84000
19880302   14       2     50.00000   -999.00000     99.00000      8.00000      0.71700     15.14000    278.98000      5.30000
19880302   14       3    100.00000   -999.00000     99.00000      9.20000      0.82500     14.84000    284.98000      6.09000
19880302   15       1     10.00000   1537.90000      4.00000      4.20000      0.60500     14.59000    271.07000      3.24000
19880302   15       2     50.00000   -999.00000     99.00000      5.00000      0.71200     14.29000    277.07000      4.47000
19880302   15       3    100.00000   -999.00000     99.00000      5.70000      0.81900     13.99000    283.07000      5.14000
19880302   16       1     10.00000   1329.90000      6.00000      5.80000      0.61500     14.51000    270.07000      3.65000
19880302   16       2     50.00000   -999.00000     99.00000      6.80000      0.72300     14.21000    276.07000      5.03000
19880302   16       3    100.00000   -999.00000     99.00000      7.90000      0.83200     13.91000    282.07000      5.78000
19880302   17       1     10.00000   1360.10000      0.00000      8.20000      0.52700     13.11000    268.88000      3.59000
19880302   17       2     50.00000   -999.00000     99.00000      9.70000      0.62000     12.81000    274.88000      4.95000
19880302   17       3    100.00000   -999.00000     99.00000     11.10000      0.71300     12.51000    280.88000      5.68000
19880302   18       1     10.00000   1149.40000      3.00000     16.30000      0.43400     12.21000    261.02000      2.81000
19880302   18       2     50.00000   -999.00000     99.00000     19.20000      0.51000     11.91000    267.02000      3.87000
19880302   18       3    100.00000   -999.00000     99.00000     22.00000      0.58700     11.61000    273.02000      4.45000
19880302   19       1     10.00000    887.30000      0.00000     20.10000      0.36100     11.37000    269.34000      2.91000
19880302   19       2     50.00000   -999.00000     99.00000     23.60000      0.42500     11.07000    275.34000      4.01000
19880302   19       3    100.00000   -999.00000     99.00000     27.10000      0.48900     10.77000    281.34000      4.61000
19880302   20       1     10.00000    769.00000      4.00000     27.50000      0.29500      9.61000    258.79000      2.72000
19880302   20       2     50.00000   -999.00000     99.00000     32.40000      0.34700      9.31000    264.79000      3.75000
19880302   20       3    100.00000   -999.00000     99.00000     37.20000      0.39900      9.01000    270.79000      4.31000
19880302   21       1     10.00000    547.30000      4.00000     29.70000      0.15100      7.54000    259.37000      1.95000
19880302   21       2     50.00000   -999.00000     99.00000     35.00000      0.17700      7.24000    265.37000      2.69000
19880302   21       3    100.00000   -999.00000     99.00000     40.20000      0.20400      6.94000    271.37000      3.09000
19880302   22       1     10.00000    374.70000      0.00000     37.00000      0.01700      7.54000    260.36000      2.24000
19880302   22       2     50.00000   -999.00000     99.00000     43.50000      0.02000      8.34000    266.36000      3.10000
19880302   22       3    100.00000   -999.00000     99.00000     50.00000      0.02300      9.14000    272.36000      3.56000
19880302   23       1     10.00000    393.50000      4.00000     40.40000      0.02900      6.15000    268.99000      2.15000
19880302   23       2     50.00000   -999.00000     99.00000     47.60000      0.03400      6.95000    274.99000      2.97000
19880302   23       3    100.00000   -999.00000     99.00000     54.70000      0.03900      7.75000    280.99000      3.41000
19880302   24       1     10.00000    370.40000      1.00000     39.50000      0.03700      4.74000    257.40000      1.66000
19880302   24       2     50.00000   -999.00000     99.00000     46.40000      0.04300      5.54000    263.40000      2.28000
19880302   24       3    100.00000   -999.00000     99.00000     53.40000      0.05000      6.34000    269.40000      2.62000
19880303   01       1     10.00000    216.70000      2.00000     36.30000      0.08300      2.28000    269.60000      2.27000
19880303   01       2     50.00000   -999.00000     99.00000     42.60000      0.09700      3.08000    275.60000      3.13000
19880303   01       3    100.00000   -999.00000     99.00000     49.00000      0.11200      3.88000    281.60000      3.60000
19880303   02       1     10.00000    237.40000      5.00000     40.10000      0.02700      2.22000    270.13000      2.21000
19880303   02       2     50.00000   -999.00000     99.00000     47.20000      0.03200      3.02000    276.13000      3.05000
19880303   02       3    100.00000   -999.00000     99.00000     54.30000      0.03700      3.82000    282.13000      3.51000
19880303   03       1     10.00000    366.10000      3.00000     37.10000      0.06300      3.23000    272.47000      2.05000
19880303   03       2     50.00000   -999.00000     99.00000     43.70000      0.07400      4.03000    278.47000      2.83000
19880303   03       3    100.00000   -999.00000     99.00000     50.20000      0.08500      4.83000    284.47000      3.25000
19880303   04       1     10.00000    232.80000      6.00000     40.20000      0.03100      4.92000    257.44000      1.84000
19880303   04       2     50.00000   -999.00000     99.00000     47.30000      0.03600      5.72000    263.44000      2.55000
19880303   04       3    100.00000   -999.00000     99.00000     54.40000      0.04200      6.52000    269.44000      2.92000
19880303   05       1     10.00000    177.10000      0.00000     39.40000      0.03500      6.25000    263.95000      1.99000
19880303   05       2     50.00000   -999.00000     99.00000     46.40000      0.04100      7.05000    269.95000      2.74000
19880303   05       3    100.00000   -999.00000     99.00000     53.30000      0.04800      7.85000    275.95000      3.15000
19880303   06       1     10.00000    374.90000      4.00000     35.90000      0.04600      7.25000    260.04000      2.01000
19880303   06       2     50.00000   -999.00000     99.00000     42.30000      0.05400      8.05000    266.04000      2.77000
19880303   06       3    100.00000   -999.00000     99.00000     48.60000      0.06200      8.85000    272.04000      3.19000
19880303   07       1     10.00000    512.40000      2.00000     32.50000      0.15300      8.31000    258.12000      2.25000
19880303   07       2     50.00000   -999.00000     99.00000     38.20000      0.18000      8.01000    264.12000      3.10000
19880303   07       3    100.00000   -999.00000     99.00000     43.90000      0.20700      7.71000    270.12000      3.56000
19880303   08       1     10.00000    760.40000      3.00000     24.40000      0.29500      9.91000    267.67000      2.38000
19880303   08       2     50.00000   -999.00000     99.00000     28.60000      0.34800      9.61000    273.67000      3.28000
19880303   08       3    100.00000   -999.00000     99.00000     32.90000      0.40000      9.31000    279.67000      3.77000
19880303   09       1     10.00000    995.10000      4.00000     19.90000      0.36500     10.73000    271.44000      2.84000
19880303   09       2     50.00000   -999.00000     99.00000     23.50000      0.42900     10.43000    277.44000      3.92000
19880303   09       3    100.00000   -999.00000     99.00000     27.00000      0.49300     10.13000    283.44000      4.51000
19880303   10       1     10.00000   1102.20000      3.00000     14.80000      0.45700     11.86000    269.57000      3.08000
19880303   10       2     50.00000   -999.00000     99.00000     17.40000      0.53700     11.56000    275.57000      4.25000
19880303   10       3    100.00000   -999.00000     99.00000     20.00000      0.61800     11.26000    281.57000      4.88000
19880303   11       1     10.00000   1293.50000      6.00000     11.50000      0.51800     13.65000    271.42000      3.19000
19880303   11       2     50.00000   -999.00000     99.00000     13.50000      0.60900     13.35000    277.42000      4.40000
19880303   11       3    100.00000   -999.00000     99.00000     15.50000      0.70000     13.05000    283.42000      5.05000
19880303   12       1     10.00000   1343.60000      4.00000      5.50000      0.58500     14.32000    272.23000      3.05000
19880303   12       2     50.00000   -999.00000     99.00000      6.50000      0.68800     14.02000    278.23000      4.21000
19880303   12       3    100.00000   -999.00000     99.00000      7.40000      0.79100     13.72000    284.23000      4.83000
19880303   13       1     10.00000   1436.10000      0.00000      6.70000      0.59800     14.47000    264.60000      3.71000
19880303   13       2     50.00000   -999.00000     99.00000      7.90000      0.70400     14.17000    270.60000      5.13000
19880303   13       3    100.00000   -999.00000     99.00000      9.00000      0.80900     13.87000    276.60000      5.89000
19880303   14       1     10.00000   1534.90000      2.00000      3.70000      0.61600     15.13000    263.14000      3.43000
19880303   14       2     50.00000   -999.00000     99.00000      4.40000      0.72500     14.83000    269.14000      4.73000
19880303   14       3    100.00000   -999.00000     99.00000      5.10000      0.83300     14.53000    275.14000      5.44000
19880303   15       1     10.00000   1521.50000      0.00000      6.50000      0.65100     15.22000    260.50000      3.62000
19880303   15       2     50.00000   -999.00000     99.00000      7.60000      0.76600     14.92000    266.50000      4.99000
19880303   15       3    100.00000   -999.00000     99.00000      8.70000      0.88100     14.62000    272.50000      5.74000
19880303   16       1     10.00000   1401.70000      0.00000      7.70000      0.64200     14.36000    269.82000      3.35000
19880303   16       2     50.00000   -999.00000     99.00000      9.10000      0.75600     14.06000    275.82000      4.62000
19880303   16       3    100.00000   -999.00000     99.00000     10.40000      0.86900     13.76000    281.82000      5.31000
19880303   17       1     10.00000   1315.80000      5.00000     10.00000      0.57400     13.92000    268.51000      3.31000
19880303   17       2     50.00000   -999.00000     99.00000     11.80000      0.67500     13.62000    274.51000      4.57000
19880303   17       3    100.00000   -999.00000     99.00000     13.50000      0.77600     13.32000    280.51000      5.25000
19880303   18       1     10.00000   1140.50000      5.00000     15.90000      0.45300     12.76000    269.03000      3.08000
19880303   18       2     50.00000   -999.00000     99.00000     18.80000      0.53300     12.46000    275.03000      4.25000
19880303   18       3    100.00000   -999.00000     99.00000     21.60000      0.61300     12.16000    281.03000      4.88000
19880303   19       1     10.00000    930.60000      2.00000     18.30000      0.36200     11.02000    258.24000      3.02000
19880303   19       2     50.00000   -999.00000     99.00000     21.50000      0.42600     10.72000    264.24000      4.17000
19880303   19       3    100.00000   -999.00000     99.00000     24.70000      0.49000     10.42000    270.24000      4.79000
19880303   20       1     10.00000    703.40000      1.00000     23.50000      0.25400      9.60000    263.13000      2.38000
19880303   20       2     50.00000   -999.00000     99.00000     27.60000      0.29900      9.30000    269.13000      3.29000
19880303   20       3    100.00000   -999.00000     99.00000     31.80000      0.34400      9.00000    275.13000      3.78000
19880303   21       1     10.00000    520.60000      5.00000     31.20000      0.20100      7.83000    260.31000      2.16000
19880303   21       2     50.00000   -999.00000     99.00000     36.70000      0.23700      7.53000    266.31000      2.99000
19880303   21       3    100.00000   -999.00000     99.00000     42.20000      0.27300      7.23000    272.31000      3.43000
19880303   22       1     10.00000    269.20000      4.00000     37.20000      0.04200      7.44000    272.08000      1.99000
19880303   22       2     50.00000   -999.00000     99.00000     43.80000      0.04900      8.24000    278.08000      2.75000
19880303   22       3    100.00000   -999.00000     99.00000     50.40000      0.05600      9.04000    284.08000      3.16000
19880303   23       1     10.00000    336.90000      6.00000     38.80000      0.02700      6.10000    265.74000      2.24000
19880303   23       2     50.00000   -999.00000     99.00000     45.60000      0.03200      6.90000    271.74000      3.09000
19880303   23       3    100.00000   -999.00000     99.00000     52.50000      0.03700      7.70000    277.74000      3.55000
19880303   24       1     10.00000    247.20000      0.00000     39.80000      0.07000      4.37000    267.70000      1.70000
19880303   24       2     50.00000   -999.00000     99.00000     46.80000      0.08200      5.17000    273.70000      2.35000
19880303   24       3    100.00000   -999.00000     99.00000     53.80000      0.09500      5.97000    279.70000      2.70000
19880304   01       1     10.00000    156.70000      6.00000     38.60000      0.01700      2.40000    263.30000      2.20000
19880304   01       2     50.00000   -999.00000     99.00000     45.40000      0.02000      3.20000    269.30000      3.03000
19880304   01       3    100.00000   -999.00000     99.00000     52.20000      0.02300      4.00000    275.30000      3.48000
19880304   02       1     10.00000    195.40000      5.00000     37.40000      0.04700      2.13000    261.16000      2.04000
19880304   02       2     50.00000   -999.00000     99.00000     44.00000      0.05500      2.93000    267.16000      2.81000
19880304   02       3    100.00000   -999.00000     99.00000     50.60000      0.06400      3.73000    273.16000      3.23000
19880304   03       1     10.00000    338.00000      3.00000     37.00000      0.01700      3.71000    270.31000      1.80000
19880304   03       2     50.00000   -999.00000     99.00000     43.50000      0.02000      4.51000    276.31000      2.48000
19880304   03       3    100.00000   -999.00000     99.00000     50.00000      0.02300      5.31000    282.31000      2.84000
19880304   04       1     10.00000    206.10000      4.00000     40.60000      0.01700      4.47000    258.10000      1.54000
19880304   04       2     50.00000   -999.00000     99.00000     47.70000      0.02000      5.27000    264.10000      2.13000
19880304   04       3    100.00000   -999.00000     99.00000     54.90000      0.02300      6.07000    270.10000      2.44000
19880304   05       1     10.00000    305.30000      0.00000     38.10000      0.01800      5.51000    260.82000      1.55000
19880304   05       2     50.00000   -999.00000     99.00000     44.80000      0.02100      6.31000    266.82000      2.14000
19880304   05       3    100.00000   -999.00000     99.00000     51.60000      0.02500      7.11000    272.82000      2.46000
19880304   06       1     10.00000    341.70000      3.00000     38.80000      0.07200      7.21000    259.68000      2.28000
19880304   06       2     50.00000   -999.00000     99.00000     45.60000      0.08500      8.01000    265.68000      3.15000
19880304   06       3    100.00000   -999.00000     99.00000     52.50000      0.09800      8.81000    271.68000      3.62000
19880304   07       1     10.00000    471.40000      3.00000     30.70000      0.18200      8.32000    257.41000      1.92000
19880304   07       2     50.00000   -999.00000     99.00000     36.10000      0.21400      8.02000    263.41000      2.65000
19880304   07       3    100.00000   -999.00000     99.00000     41.50000      0.24600      7.72000    269.41000      3.05000
19880304   08       1     10.00000    691.40000      2.00000     25.90000      0.24500      9.45000    268.05000      2.89000
19880304   08       2     50.00000   -999.00000     99.00000     30.50000      0.28800      9.15000    274.05000      3.99000
19880304   08       3    100.00000   -999.00000     99.00000     35.00000      0.33100      8.85000    280.05000      4.59000
19880304   09       1     10.00000   1014.10000      0.00000     17.00000      0.38400     11.39000    266.05000      3.02000
19880304   09       2     50.00000   -999.00000     99.00000     20.00000      0.45200     11.09000    272.05000      4.16000
19880304   09       3    100.00000   -999.00000     99.00000     23.00000      0.52000     10.79000    278.05000      4.78000
19880304   10       1     10.00000   1070.60000      4.00000     14.20000      0.46600     11.93000    263.72000      3.17000
19880304   10       2     50.00000   -999.00000     99.00000     16.70000      0.54800     11.63000    269.72000      4.37000
19880304   10       3    100.00000   -999.00000     99.00000     19.20000      0.63100     11.33000    275.72000      5.02000
19880304   11       1     10.00000   1330.90000      5.00000     11.20000      0.58500     13.86000    263.97000      3.12000
19880304   11       2     50.00000   -999.00000     99.00000     13.10000      0.68900     13.56000    269.97000      4.31000
19880304   11       3    100.00000   -999.00000     99.00000     15.10000      0.79200     13.26000    275.97000      4.95000
19880304   12       1     10.00000   1452.60000      6.00000      8.50000      0.60900     14.61000    264.44000      3.20000
19880304   12       2     50.00000   -999.00000     99.00000     10.00000      0.71600     14.31000    270.44000      4.41000
19880304   12       3    100.00000   -999.00000     99.00000     11.50000      0.82300     14.01000    276.44000      5.07000
19880304   13       1     10.00000   1441.60000      0.00000      6.20000      0.64100     14.57000    264.21000      3.33000
19880304   13       2     50.00000   -999.00000     99.00000      7.30000      0.75400     14.27000    270.21000      4.59000
19880304   13       3    100.00000   -999.00000     99.00000      8.40000      0.86700     13.97000    276.21000      5.27000
19880304   14       1     10.00000   1556.20000      5.00000      2.80000      0.67100     14.84000    259.91000      3.63000
19880304   14       2     50.00000   -999.00000     99.00000      3.30000      0.79000     14.54000    265.91000      5.01000
19880304   14       3    100.00000   -999.00000     99.00000      3.80000      0.90800     14.24000    271.91000      5.76000
19880304   15       1     10.00000   1485.90000      3.00000      3.30000      0.61300     15.20000    265.27000      3.34000
19880304   15       2     50.00000   -999.00000     99.00000      3.90000      0.72100     14.90000    271.27000      4.61000
19880304   15       3    100.00000   -999.00000     99.00000      4.50000      0.82900     14.60000    277.27000      5.30000
19880304   16       1     10.00000   1439.20000      2.00000      6.80000      0.62600     14.36000    267.33000      3.31000
19880304   16       2     50.00000   -999.00000     99.00000      8.00000      0.73600     14.06000    273.33000      4.56000
19880304   16       3    100.00000   -999.00000     99.00000      9.20000      0.84600     13.76000    279.33000      5.24000
19880304   17       1     10.00000   1266.80000      2.00000      9.80000      0.54800     13.19000    266.30000      2.91000
19880304   17       2     50.00000   -999.00000     99.00000     11.60000      0.64500     12.89000    272.30000      4.01000
19880304   17       3    100.00000   -999.00000     99.00000     13.30000      0.74200     12.59000    278.30000      4.61000
19880304   18       1     10.00000   1124.80000      4.00000     13.20000      0.44900     12.61000    264.26000      2.98000
19880304   18       2     50.00000   -999.00000     99.00000     15.60000      0.52800     12.31000    270.26000      4.11000
19880304   18       3    100.00000   -999.00000     99.00000     17.90000      0.60700     12.01000    276.26000      4.72000
19880304   19       1     10.00000   1038.80000      6.00000     17.80000      0.40200     10.85000    268.04000      2.98000
