RLINEv1_2   
SOURCE FILE: Ral2006_Source.txt (8 Sources)
RECEPTOR FILE: Ral2006_Receptors.txt (2 Receptors)
SURFACE FILE: Ral_2006_NO.sfc
Error Limit:  1.000E-03
Displacement Height:      5.000*z0
Concentrations from: Plume and Meander
Roadway configurations used: N 
Roadway #Lanes Option : N 
Integraton option: Numerical
 
 Year, Julian_Day, Hour, X-Coordinate, Y-Coordinate, Z-Coordinate, C_RFS,
    6,    1,    9,       12.930,       30.360,        2.000,   0.485248E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.822672E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.610632E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.809054E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.598009E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.912673E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.657276E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.862544E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.684956E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.838150E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.651045E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.738160E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.582260E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.680989E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.514790E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.629961E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.482290E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.666367E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.511693E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.137270E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.101014E+07, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.160841E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.117075E+07, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.202185E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.155783E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.185005E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.145524E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.188871E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.153089E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.178196E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.142329E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.162147E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.130080E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.152803E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.118566E+07, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.141610E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.107986E+07, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.141106E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.110200E+07, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.131282E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.960306E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.132532E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.997191E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.130105E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.996654E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.115683E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.874919E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.112553E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.844987E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.118164E+07, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.907555E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.129814E+07, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.964321E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.105748E+07, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.747231E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.999205E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.720367E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.904668E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.611289E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.765925E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.517658E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.934193E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.623627E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.108323E+07, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.731097E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.768902E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.563937E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.875288E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.666330E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.850756E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.657539E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.873330E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.655661E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.625056E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.478621E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.744856E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.557867E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.673777E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.516278E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.654326E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.493803E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.562877E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.413620E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.401030E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.273718E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.393003E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.293079E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.434610E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.305209E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.445259E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.340489E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.359583E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.213136E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.430258E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.309894E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.374081E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.233398E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.298257E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.186535E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.357130E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.225877E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.324479E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.203763E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.318260E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.186953E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.227940E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.136444E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.334096E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.209144E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.291332E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.176952E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.336527E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.194911E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.248846E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.150616E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.303900E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.183594E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.296468E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.184216E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.289866E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.172962E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.317828E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.195382E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.235555E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.136332E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.420827E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.264905E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.396826E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.246166E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.294602E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.185250E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.385870E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.275190E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.637519E+06, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.397891E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.694615E+06, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.410969E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.873386E+06, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.611385E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.592560E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.387934E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.522320E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.279249E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.506254E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.285429E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.586617E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.331292E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.630810E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.370227E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.539372E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.288916E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.597708E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.343977E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.484231E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.253502E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.666998E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.394074E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.639718E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.397779E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.509861E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.307589E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.499101E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.308119E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.604850E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.385343E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.477922E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.291089E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.519362E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.316372E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.518081E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.336406E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.432579E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.277271E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.396024E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.237511E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.240159E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.145362E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.482996E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.302690E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.352665E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.228227E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.308171E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.174804E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.179156E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.111755E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.293080E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.183227E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.336583E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.215817E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.370621E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.219332E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.300472E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.178791E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.349535E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.189426E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.422774E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.279566E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.465426E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.290227E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.327095E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.202799E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.353119E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.203063E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.286480E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.181863E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.410959E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.218834E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.385321E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.248957E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.235282E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.149375E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.210094E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.140874E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.272172E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.170753E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.200289E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.122821E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.320766E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.197613E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.321950E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.200187E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.302251E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.185816E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.340245E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.215262E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.390688E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.266397E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.373897E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.238631E+06, 
    6,    1,   16,        9.010,       21.160,        2.000,   0.495182E+06, 
    6,    1,   16,       12.930,       30.360,        2.000,   0.325075E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.418851E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.285521E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.270872E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.175911E+06, 
    6,    1,   17,        9.010,       21.160,        2.000,   0.423977E+06, 
    6,    1,   17,       12.930,       30.360,        2.000,   0.263582E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.325329E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.198944E+06, 
    6,    1,   18,        9.010,       21.160,        2.000,   0.295231E+06, 
    6,    1,   18,       12.930,       30.360,        2.000,   0.170279E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.707414E+06, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.434565E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.112174E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.709895E+06, 
    6,    1,    6,        9.010,       21.160,        2.000,   0.128272E+07, 
    6,    1,    6,       12.930,       30.360,        2.000,   0.800016E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.737152E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.427845E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.115519E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.769015E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.117935E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.757193E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.968942E+06, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.625566E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.101843E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.641390E+06, 
    6,    1,    7,        9.010,       21.160,        2.000,   0.105658E+07, 
    6,    1,    7,       12.930,       30.360,        2.000,   0.672072E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.105412E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.644097E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.121920E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.683161E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.966384E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.581883E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.130457E+07, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.834043E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.844834E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.523881E+06, 
    6,    1,    8,        9.010,       21.160,        2.000,   0.485870E+06, 
    6,    1,    8,       12.930,       30.360,        2.000,   0.292438E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.338197E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.178814E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.457717E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.240177E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.420655E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.254638E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.456314E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.245829E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.519223E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.268919E+06, 
    6,    1,    9,        9.010,       21.160,        2.000,   0.653026E+06, 
    6,    1,    9,       12.930,       30.360,        2.000,   0.395741E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.623569E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.399914E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.503260E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.295878E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.467178E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.271333E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.664209E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.398688E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.491537E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.274953E+06, 
    6,    1,   10,        9.010,       21.160,        2.000,   0.845112E+06, 
    6,    1,   10,       12.930,       30.360,        2.000,   0.530363E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.703886E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.455212E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.574271E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.367302E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.417327E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.241796E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.447459E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.268455E+06, 
    6,    1,   11,        9.010,       21.160,        2.000,   0.498999E+06, 
    6,    1,   11,       12.930,       30.360,        2.000,   0.311541E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.554424E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.355720E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.556567E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.360726E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.534295E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.309813E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.536459E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.322417E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.485312E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.301681E+06, 
    6,    1,   12,        9.010,       21.160,        2.000,   0.487546E+06, 
    6,    1,   12,       12.930,       30.360,        2.000,   0.304311E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.393987E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.223077E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.345941E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.226965E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.385489E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.225735E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.328646E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.193467E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.600603E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.398444E+06, 
    6,    1,   13,        9.010,       21.160,        2.000,   0.578264E+06, 
    6,    1,   13,       12.930,       30.360,        2.000,   0.363438E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.369247E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.222712E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.378881E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.217353E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.506844E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.334423E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.749538E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.553759E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.484762E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.339271E+06, 
    6,    1,   14,        9.010,       21.160,        2.000,   0.474453E+06, 
    6,    1,   14,       12.930,       30.360,        2.000,   0.331363E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.374622E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.221399E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.413522E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.265060E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.437474E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.253597E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.428547E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.266235E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.596413E+06, 
    6,    1,   15,       12.930,       30.360,        2.000,   0.392663E+06, 
    6,    1,   15,        9.010,       21.160,        2.000,   0.751648E+06, 
